,Citrus Type,Measure Type,Year,Afghanistan,Africa,Albania,Algeria,Argentina,Asia,Australia,Austria,Azerbaijan,Bahamas,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Brazil,Bulgaria,Cambodia,Canada,Caribbean,Central African Republic,Central America,Chile,"China, Hong Kong SAR","China, Mainland","China, Taiwan",Colombia,Congo,Costa Rica,Croatia,Cuba,Cyprus,Czechia,Côte d'Ivoire,Democratic Republic of Congo,Denmark,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Ethiopia,Europe,Fiji,Finland,France,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Haiti,Honduras,India,Indonesia,Iran (Islamic Republic of),Iraq,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Laos,Lebanon,Libya,Lithuania,Madagascar,Malawi,Malaysia,Mali,Mexico,Morocco,Mozambique,Nepal,Netherlands,New Zealand,Nicaragua,Northern America,Norway,Oceania,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Republic of Korea,Romania,Russian Federation,Saudi Arabia,Senegal,Serbia,Singapore,Slovenia,Somalia,South Africa,South America,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,Uruguay,Venezuela,Viet Nam,WORLD,Yemen,Zimbabwe,Armenia,Bahrain,Bermuda,Bosnia and Herzegovina,Hungary,Ireland,Latvia,North Macedonia,Others ,Qatar,Slovakia,Zambia,Aruba,Kyrgyzstan,Mauritania,Mauritius,Syrian Republic,Djibouti,Antigua and Barbuda,French Polynesia
124,grapefruits,Production,2018,0,787.6,7.4,0,111.2,6627.6,7.1,0,0,24.8,65.6,0,0,0,7.5,0,0,0,81.8,0,0,0,115.5,5.2,679,0,4658.7,74.4,0,0,4.7,21,0,34.2,19.2,0,24.7,9.6,0,15.4,10.2,0,0,0,0,96.3,0,0,8.1,0,0,0,0,0,0,24.9,19,323.3,0,75.3,0,148.9,5.2,0,0,0,0,5.5,0,0,0,0,0,12.2,0,0,0,438.9,0,10.1,0,0,0.7,0,469,0,8.2,0,0,0,50,6.7,26.9,0,0,0,0,0,0,0,0,0,0,0,6.1,353.8,272.7,0,70.6,0,0,229.9,0,0,0,51.9,236,0,0,108.5,250,0,0,0,0,0,469,0,8.1,657.7,8959.6,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
125,grapefruits,Production,2019,0,833.4,5,0,112.6,7115.7,5.7,0,0,24.7,72.1,0,0,0,8.1,0,0,0,83.1,0,0,0,127.9,5.6,727.8,0,4930,83.1,0,0,5.8,21.2,0,20.6,15.7,0,25.4,9.4,0,12.9,6.3,0,0,0,0,92,0,0,8.5,0,0,0,0,0,0,54.1,25.7,323.3,0,87.5,0,148.8,5.2,0,0,0,0,2.4,0,0,0,0,0,12.6,0,0,0,488.8,0,9.2,0,0,0.8,0,511.7,0,7,0,0,0,50,6.5,26.8,0,0,0,0,0,0,0,0,0,0,0,5.1,378.6,272.8,0,70.5,0,0,252.4,0,0,0,56.8,281.7,0,0,109.3,249.2,0,0,0,0,0,511.7,0,7.8,818.9,9596.3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
126,grapefruits,Exports,2011,0,229,0,0,10.2,82.8,0.8,0,0,0,0,0,0,16.6,2.7,0,0,0,0,0,0,0,3,0,19.8,1.4,7.1,0,0,0,0,0,0,2.9,11.2,0,0,0,0,0,0,0,8.9,0.1,0,159,0,0,1.3,0,8,0,0,0,0,0,0,0,0,0,0,45.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,48.2,0,0,29.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.1,11.8,0,54,0,0,0,0,0,0,0,13.4,0,0.1,0,0,0,0,0,0,0,29.2,0.2,0,0,535.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,grapefruits,Exports,2012,0,199.3,0,0,2.4,83.9,0.8,0,0,0,0,0,0,15.8,3,0,0,0,0,0,0,0,0.9,0,21.8,1.4,6.3,0,0,0,0,0,0,0.8,11.6,0,0,0,0,0,0,0,18.8,0.1,0,125.3,0,0,1.8,0,7,0,0,0,0,0,0,0,0,0,0,47.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,0,0,0,24.8,0,0,27.9,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.5,3.9,0,47.6,0,0,0,0,0,0,0,13.4,0,0.1,0,0,0,0,0,0,0,27.9,0.1,0,0,463.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,grapefruits,Exports,2013,0,277.4,0,0,1.6,74.8,0.6,0,0,0,0,0,0,12.9,2.4,0,0,0,0,0,0,0,2.6,0,20.2,1.4,6.6,0,0,0,0,0,0,2.4,10.5,0,0,0,0,0,0,0,14.5,0.2,0,123.5,0,0,2.8,0,6,0,0,0,0,0,0,0,0,0,0,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,0,0,17.5,0,0,26.1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.9,3.1,0,55.7,0,0,0,0,0,0,0,14.8,0,0.2,0,0,0,0,0,0,0,26.1,0.1,0,0,528.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,grapefruits,Exports,2014,0,229.2,0,0,1,75.3,0.6,0,0,0,0,0,0,10.3,3.6,0,0,0,0,0,0,0,0.3,0,18.1,1.1,7.7,0,0,0,0,0,0,0.2,10,0,0,0,0,0,0,0,12,0.2,0,117.8,0,0,5.4,0,5.6,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0,0,18.8,0,0,23.7,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.2,2.2,0,52.8,0,0,0,0,0,0,0,13.1,0,0.1,0,0,0,0,0,0,0,23.7,0.1,0,0,467.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,grapefruits,Exports,2015,0,229.4,0,0,0.5,76.3,0.6,0,0,0,0,0,0,12,3.5,0,0,0,0,0,0,0,0.2,0,23.6,0.9,9.6,0,0,0,0,0,0,0.1,8.2,0,0,0,0,0,0,0,9.1,0.1,0,132.1,0,0,5.6,0,8.1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,14.9,0,0,19.2,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.3,1.6,0,66.3,0,0,0,0,0,0,0,12.3,0,0.1,0,0,0,0,0,0,0,19.2,0.2,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,grapefruits,Exports,2016,0,220.8,0,0,0.5,86.4,0.5,0,0,0,0,0,0,13.7,4.9,0,0,0,0,0,0,0,1.8,0,26.9,2,11.3,0,0,0,0,0,0,1.7,10.5,0,0,0,0,0,0,0,17.4,0,0,122.3,0,0,6.1,0,6.9,0,0,0,0,0,0,0,0,0,0,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,16.7,0,0,21.1,0,0.5,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,202.5,4,0,55.7,0,0,0,0,0,0,0,19.4,0,0.1,0,0,0,0,0,0,0,21.1,0,0,0,483.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,grapefruits,Exports,2017,0,250.4,0,0,0.7,100.9,0.4,0,0,0,0,0,0,11.7,2.2,0,0,0,0,0,0,0,1.2,0,24.7,2.2,16.2,0,0,0,0,0,0,1.1,8.2,0,0,0,0,0,0,0,17.9,0,0,138.6,0,0,5.4,0,7.5,0,0,0,0,0,0,0,0,0,0,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,30.1,0,0,19,0,0.4,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,230.6,4.1,0,59.9,0,0,0,0,0,0,0,38.1,0,0.1,0,0,0,0,0,0,0,19,0.1,0,0,539.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,grapefruits,Exports,2018,0,340.4,0,0,0.5,110.2,1.2,0,0,0,0,0,0,11.7,4,0,0,0,0,0,0,0,1.2,0,21,1.4,31.5,0,0,0.1,0,0,0,1.1,9.1,0,0,0,0,0,0,0,47.3,0,0,130,0,0,5.4,0,11.2,0,0,0,0,0,0,0,0,0,0,33.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,29.2,0,0,21.6,0,1.2,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,288.2,3.4,0,47.5,0,0,0,0,0,0,0,26.7,0,0.1,0,0,0,0,0,0,0,21.6,0,0,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,grapefruits,Exports,2019,0,285.7,0,0,0.4,98,1.7,0,0,0,0,0,0,12.8,3,0,0,0,0,0,0,0,1.3,0,23.8,1.3,21.6,0,0,0.1,0,0,0,1.2,8.3,0,0,0,0,0,0,0,14.9,0,0,150.1,0,0,4.5,0,10,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0,0,0,28.3,0,0,22,0,1.7,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,258.4,3.5,0,71.9,0,0,0,0,0,0,0,24.1,0,0.1,0,0,0,0,0,0,0,22,0.1,0,0,586.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,grapefruits,Imports,2011,0,1.6,0,0,2,249.8,0.9,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,45.3,0.5,0,3,0,17,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.3,0,0,75.6,0,63.6,0,0,0.2,0,0,0,0,0,0,0,0,31.1,0,160,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,178.3,0.2,0,51.5,0,1.1,0,0,0.1,0,0,0,40.3,0,0,9.3,26,122.5,9.9,0,0,4.6,0,0,0.6,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,7.5,36.9,0,6.1,0,0,0,1066.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.8,0,0,0,0
136,grapefruits,Imports,2012,0,1.6,0,0,1.3,263.6,1,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,44.1,1.1,0,8.6,0,24.8,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752.6,0,0,77.3,0,59.5,0,0,0.2,0,0,0,0,0,0,0,0,27.5,0,151.4,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,169.6,0.4,0,47.1,0,1.4,0,0,0.1,0.4,0,0,44.1,0,0,10.5,30.8,121.1,21.5,0,0,5.3,0,0,0.5,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,6.2,37,0,2.9,0,0,0,1078.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.8,0,0,0.6,0
137,grapefruits,Imports,2013,0,3.6,0,0,1.6,276.1,1.8,0,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,43,0.6,0,2.7,0,15.2,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.6,0,0,79.4,0,68.6,0,0,0.2,0,0,0,0,0,0,0,0,29.1,0,127.3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,181.2,0.4,0,55.3,0,2.2,0,0,0.2,0.4,0,0,45.3,0,0,11.6,23.3,147.5,51.3,0,0,5.1,0,0,2.2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7,10.2,34,0,12.2,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.9,0,0,0,0
138,grapefruits,Imports,2014,0,13,0,0,1.4,260.8,2.2,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,40.9,0.4,0,2,0,15.7,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.4,0,0,77.5,0,63.7,0,0,0.1,0,0,0,0,0,0,0,0,28.5,0,106.9,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,163.9,0.3,0,50.5,0,2.5,0,0,0.1,1.1,0,0,43.1,0,0,19.5,32.3,124.7,35.6,0,0,5.5,0,0,11.5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,11.6,32.5,0,9.5,0,0,0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,0
139,grapefruits,Imports,2015,0,4.9,0,0,1,263.8,1.1,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,41.1,0.4,0,2.8,0,15.8,32.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.8,0,0,76,0,62.7,0,0,0.1,0,0,0,0,0,0,0,0,30.4,0,101,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,165.5,0.3,0,50.7,0,1.4,0,0,0.1,0.4,0,0,49,0,0,25,31.9,102.5,32.5,0,0,5.6,0,0,3.6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,10.9,32,0,9.5,0,0,0,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.8,0,0,0,0
140,grapefruits,Imports,2016,0,5.5,0,0,2.4,246.7,1.2,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,37.6,0.4,0,2.2,0,16.1,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745.3,0,0,75.8,0,61.8,0,0,0.1,0,0,0,0,0,0,0,0,30.3,0,83.4,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,164.7,0.3,0,61.5,0,1.5,0,0,0.1,0.1,0,0,52.9,0,0,23.2,32.3,115.5,31.5,0,0,5,0,0,4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,10.8,31.2,0,23.8,0,0,0,1066.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.8,0,0,0,0
141,grapefruits,Imports,2017,0,2.9,0,0,2.4,241.1,1.2,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,37.3,0.4,0,1.6,0,21.5,42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788.7,0,0,73,0,55,0,0,0.1,0,0,0,0,0,0,0,0,31.2,0,78.1,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,252.7,0.2,0,62.7,0,1.4,0,0,0.1,0.2,0,0,49.9,0,0,23,31.8,107.6,33,0,0,5.2,0,0,1.2,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,10.9,32.8,0,25.3,0,0,0,1102.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.8,0,0,0,0
142,grapefruits,Imports,2018,0,3.8,0,0,2.3,226,1.3,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,37.5,0.5,0,2,0,15.9,46.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796.9,0,0,71.2,0,58.2,0,0,0.2,0,0,0,0,0,0,0,0,30.4,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,242.7,0.2,0,62.8,0,1.5,0,0,0.1,0.4,0,0,50.3,0,0,23,31.9,118.8,33,0,0,5.2,0,0,2.1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,10.9,32.8,0,25.2,0,0,0,1097.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.9,0,0,0.1,0
143,grapefruits,Imports,2019,0,3,0,0,1.3,238.1,1.3,0,0,0.1,0,0.3,0,0,0,0,0,0,0,0,0,33.8,0.6,0,2.5,0,29,60.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836.5,0,0,62.3,0,50,0,0,0.1,0,0,0,0,0,0,0,0,28,0,63.9,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,250.6,0.2,0,49.7,0,1.5,0,0,0.1,0.4,0,0,50.4,0,0,17.8,33.2,152.8,22.6,0,0,5.6,0,0,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,10.5,30.4,0,15.8,0,0,0,1134.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.7,0,0,0.1,0
