,Citrus Type,Measure Type,Year,Afghanistan,Africa,Albania,Algeria,Argentina,Asia,Australia,Austria,Azerbaijan,Bahamas,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Brazil,Bulgaria,Cambodia,Canada,Caribbean,Central African Republic,Central America,Chile,"China, Hong Kong SAR","China, Mainland","China, Taiwan",Colombia,Congo,Costa Rica,Croatia,Cuba,Cyprus,Czechia,Côte d'Ivoire,Democratic Republic of Congo,Denmark,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Ethiopia,Europe,Fiji,Finland,France,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Haiti,Honduras,India,Indonesia,Iran (Islamic Republic of),Iraq,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Laos,Lebanon,Libya,Lithuania,Madagascar,Malawi,Malaysia,Mali,Mexico,Morocco,Mozambique,Nepal,Netherlands,New Zealand,Nicaragua,Northern America,Norway,Oceania,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Republic of Korea,Romania,Russian Federation,Saudi Arabia,Senegal,Serbia,Singapore,Slovenia,Somalia,South Africa,South America,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,Uruguay,Venezuela,Viet Nam,WORLD,Yemen,Zimbabwe,Armenia,Bahrain,Bermuda,Bosnia and Herzegovina,Hungary,Ireland,Latvia,North Macedonia,Others ,Qatar,Slovakia,Zambia,Aruba,Kyrgyzstan,Mauritania,Mauritius,Syrian Republic,Djibouti,Antigua and Barbuda,French Polynesia
0,citrus,Production,2011,0,12146.2,15,1106.6,3613.5,53728.1,0.1,0,20.3,27.9,136.7,0,0,0,206,14,63.6,324,22018.8,0,70,0,827.7,37.7,8427.2,333.9,0,28939.9,482.6,467.8,23.7,374.1,42.9,264.5,128.8,0,61.8,199.3,0,22,176.1,75.3,3724.9,69,65.8,11003.2,0,0,50.7,54.9,0,645,1063,300.8,0,117.5,306.7,6875,1818.9,3337.3,100.7,467.5,3823.6,176.5,983.4,106.9,0,99.1,0,100.3,230.8,76.8,0,50.4,187.2,35,370.3,7031.1,1636.3,92.5,259.2,0,0.1,95.5,12752.1,0,0.3,0,1982.2,44,325.2,884.8,53.5,0,275.6,22.8,680.5,0,0,0,50,0,0,0,0,2320,28964,13.5,5720.4,12.7,29.4,558.6,19.3,0,0,962.6,1030.4,8,7,325.7,3611.6,0,0,0,0,298.5,12752.1,270.4,621.9,955.6,127848.8,167.6,134.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,citrus,Production,2012,0,12760.9,18.9,1087.8,2895.8,56443.3,0.1,0,28.3,27.9,147.3,0,0,0,269,14.5,49.5,330.2,20258.6,0,70,0,794.6,38.8,8081.8,360.4,0,31830.4,458.5,478.4,25.7,330.8,51.6,203.6,112.4,0,64.3,194.6,0,21.1,203.5,87,3978.3,124.5,50.2,9924.8,0,0,52.7,77,0,671,1093.4,289.5,0,128.8,319.8,6955,1611.8,3560.3,102.8,605.7,2883.9,167.3,892.7,111.1,0,103.6,0,94.2,250.8,77.5,0,60,188.6,33.8,420.7,6603.2,1866.9,88.8,236.8,0,0.1,100,11982.2,0,0.3,0,2036,45,338.4,948.2,52.2,0,258.1,23.1,692.2,0,0,0,45,0,0,0,13,2324.2,26595.3,14,5553.8,13,27.4,574,18.7,0,0,749.2,995.5,8.2,6.6,337.8,3472.8,0,0,0,0,325,11982.2,329.6,542.1,958.2,126583.2,190,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,citrus,Production,2013,0,13131.1,19.7,1204.8,2824.2,62081.2,0.8,0,36.7,28.4,150.4,0,0,0,190,14,49.1,322.5,19734.7,0,70.2,0,753.2,35.9,8819.3,368.9,0,34609,445.3,505.8,25.7,332.6,40.6,166.9,106.4,0,65.1,188.8,0,22,193,80.6,4096.9,90.9,46.9,10569.4,0,0,44.9,110.4,0,709.6,1118,293.9,0,145.9,296.4,9235,1654.7,3712,124.4,526,2678.7,154.2,937.2,96.3,0,102.9,0,88.8,239,78.1,0,65.5,190.7,39.7,531.9,7467.7,1452,148.4,210.4,0,0.8,101.9,12724.8,0,2.4,0,2008.8,45.9,331.5,994.3,49.8,0,287.3,23.3,682.8,0,0,0,40,0,0,0,14,2652.6,26013.9,14.2,6367.1,13.5,22.3,579.8,21.5,0,0,1027.9,966.8,8,6.6,309.3,3678.6,0,0,0,0,371.2,12724.8,234.6,585.9,971.6,134095.3,190.5,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,citrus,Production,2014,0,14061,21.1,1270.9,2593.6,64180.1,1.2,0,32.1,30.2,154.6,0,0,0,190.7,14,41.5,414.2,19074.1,0,70.2,0,681.1,36.1,8947.6,349.1,0,36105,475.8,508.6,24.4,274.4,65.3,96.8,106.5,0,65.5,189.5,0,23.4,210.7,153.5,4399.1,86,48.3,11139.6,0,0,53.4,69.8,0,736.6,976.9,297.4,0,148,294.4,10401.1,1926.6,2799,128.1,518.4,2661.6,140.3,908.6,94.3,0,101.4,0,94.8,239.4,79.3,0,66.3,191.7,35.9,141.9,7655.2,2213.6,171.2,216.9,0,1.2,102.6,12228.9,0,3.6,0,2010.4,46.9,329.9,1071.8,48.3,0,304,12,722.3,0,0,0,50,0,0,0,16,2714,25483.8,14.4,7043.4,14.2,20.1,591,18.4,0,0,927.9,956,8,6.6,326.4,3781.4,0,0,0,0,407.2,12228.9,287.3,672.4,1056.1,136725.7,192.5,137.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,citrus,Production,2015,0,14128.3,29.9,1342,3184.7,66505.1,0.3,0,35.7,30.4,156.9,0,0,0,193.7,14,16,431.2,19213.5,0,70.1,0,680.9,35.7,9086.2,365.3,0,38153.9,410,565.5,23.5,283,36.5,115.5,117,0,65.3,190.5,0,23.4,189.7,156.6,4646.5,88.1,47.7,10375.2,0,0,43.5,77.5,0,737.4,1035.2,306.4,0,139.8,296.1,10920.5,1856.2,2827.4,74.7,522.5,3120.9,148.4,811.2,126,0,102.7,0,99.4,228.7,79.3,0,68.3,203.4,33.3,139,7768.8,1892.1,142.9,216.1,0,0.3,102.1,13095.9,0,0.9,0,1928,48,331.2,1102.9,48.4,0,301.5,14.3,672,0,0,0,50,0,0,0,17.5,2701.4,26261.6,14.4,5805.8,14.1,19.2,640.6,14,0,0,945.5,925.1,8,6.5,370.5,3973.7,0,0,0,0,410,13095.9,252,626.7,1037.5,140134.1,156.6,140.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,citrus,Production,2016,0,14111.7,39.8,1203.3,3281.3,60849.4,0.2,0,46.8,30.9,155.9,0,0,0,146.1,14.1,42,436.4,19308.2,0,71,0,627.3,36.8,9239.7,349.1,0,32377.8,399.2,567.4,24.5,288.9,53.5,119.4,94,0,64.7,187.5,0,23.4,168,148.6,4310,92.5,37.7,11389.5,0,0,75.2,65.5,0,782.4,1038.1,312.8,50.4,180,311.6,10409.5,2138.5,2432.7,81,488.5,2728.4,72.9,828.5,124.2,0,100.7,0,100,307.6,81.4,0,78.3,190.6,33.4,527.3,7938.7,2362.4,118.2,212.3,0,0.2,109.6,14034.5,0,0.6,0,2344.2,39.5,331.4,1171.8,45.8,0,354.2,14.5,640,0,0,0,48.6,0,0,0,19,2193.6,26436.1,14.6,7085.8,304.8,18.1,650.1,12,0,0,1056.8,102.3,8,6.2,342,4290.7,0,0,0,0,481.9,14034.5,271.1,548.4,1457.5,136688.8,150.9,139.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,citrus,Production,2017,0,14531,41,1344.4,3272,63909.4,0.1,0,42.8,31.5,158.7,0,0,0,137.5,14.2,28,433.4,19834.7,0,71,0,616.7,37.3,9396.4,382.5,0,33566,394.3,676.7,24.5,294.7,19.4,101.2,80.6,0,65.3,186.3,0,23.3,169.9,217.6,4390.1,96.9,37.3,10635.2,0,0,78.9,58.1,0,813.1,985,309.4,52.2,185.7,313.2,10363,2295.3,2643.3,82.2,555.9,2791.7,71.4,761.4,107.8,0,100.8,0,101.9,306.9,82.3,0,81.4,218.5,33.2,537.5,8092.4,2275.4,107.9,240.5,0,0.1,112.6,13994.5,0,0.3,0,2267.5,39.7,331.5,1081,43.8,0,374.4,15.3,688.1,0,0,0,48.4,0,0,0,19.5,2411.1,27037,14.8,6330.7,294.7,17.8,658.8,21,0,0,1054.4,1019.9,8,6.2,348.9,4767.6,0,0,0,0,467.6,13994.5,264.1,504.2,1683.9,140120.5,152.2,141.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,citrus,Production,2018,0,14812,52.9,1477.5,3012.2,65332.8,0,0,44.7,31.5,162,0,0,0,106.8,14.2,38.9,460.6,19273.5,0,70.8,0,620.5,37.3,9301.5,387.3,0,34105.6,396.6,793.8,24.8,294.4,48.5,96.9,83.1,0,63.5,186.3,0,23.3,183.1,161.1,4530.5,124.7,37.4,11086.9,0,0,83.9,66.3,0,835.4,1120.4,308.7,54.7,184.2,305.8,10635.7,2510.4,2870.3,80.5,474.3,2600.5,68.3,787.9,108.8,0,101.4,0,101.9,302.7,82,0,85.2,213.8,29.2,145.3,8007.1,2619.1,107.8,242.6,0,0,114.3,14744.8,0,0,0,2037.4,39.7,331.5,1249.3,42.2,0,402.8,15,660.3,0,0,0,52.1,0,0,0,19.5,2393.1,26502.3,15,6776.3,373.1,18,668.4,21.1,0,0,1116.6,1002.7,8.4,6.2,356.4,4900,0,0,0,0,504.5,14744.8,216.9,582.3,1876.4,142400.8,164.2,134.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,citrus,Production,2019,0,15579.4,51.866,1593.5,3469.3,71887.861,0,0,46.8,31.1,165.3,0,0,0,103,15.5,27.5,466.3,19652.8,0,71.2,0,589.6,45.2,9684.5,496.8,0,37739,452.709,887.7,15.9,287.6,52.06,60.8,65.9,0,67,186.8,0,20.4,178.6,184.3,4632.7,86.5,46.7,10537.803,0,0,52.9,64,0,829.6,1085.08,304.1,54.7,182.7,319.1,13314.3,2104.6,3453.8,139.7,510.4,2864.97,76.5,768.6,110.9,0,108.9,0,103.6,309.043,85.1,0,100.8,232.7,31.6,136.6,8413.7,2604.3,79.7,266.809,0,0,130.1,15043.4,0,0,0,2289.3,40.4,324.5,1331,40.5,0,398.83,13.7,645,0,0,0,48.5,0,0,0,24.5,2771.7,27736.3,22,6008.57,375.5,18.5,743.2,21.3,0,0,982.4,1123.3,15.9,7.8,393.3,4299.2,0,0,0,0,535.3,15043.4,242.6,619.2,2202.1,151058.864,165,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,citrus,Exports,2011,0,3162.3,0,0,507.1,3119.3,140.9,37.5,0,0,0,0,0.6,47.6,3,0,18.9,0,100.7,6.7,0,0.1,18.5,0,641.4,157.4,104.9,800.1,0,3.2,0,0,26,4.3,49.9,24,0,0,0,0,6.7,29.1,1083.6,3.4,0,5526.9,0,0,82.6,13.8,90.9,0,487.7,11.5,0,0,41.6,53.4,0,43,0,115.6,295.7,6.9,0,14.4,0,0,0,0,124.4,0,68.7,0,0,0,0,505.8,524.4,0,0,447.5,3.3,75.1,1235.6,0,144.2,0,331.9,0,0,83.8,0,65.2,63.5,0,0,0,3.8,0,0,0,8.4,37.9,0,1481,1008,0,3656.1,0,0,0,0,0,0,19.4,17.8,0,0,24,1324.2,0.2,0,29.7,47.2,9.9,947.1,120.5,0,0.9,14712,0,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,citrus,Exports,2012,0,3242.9,0,0,454.7,3079.7,169.1,32.1,0,0,0,0,3.6,57,3.2,0,22.4,0,96.1,7.7,0,0,15.2,0,700.3,167,85.7,955.8,0,3.8,0,0,36.3,1.7,48.8,26.6,0,0,0,0,8.3,27.5,992.3,2.3,0,5965.1,0,0,97.1,17.1,78.4,0,415.7,7.4,0,0,20,64.8,0,38,0,125.5,258,4.4,0,28,0,0,0,0,103.2,0,81.9,0,0,0,0,667.1,497.1,0,0,461.7,3.3,0,1225.7,0,172.4,0,368.4,0,0,94,0,79.9,115.4,0,0,0,3.4,0,0,0,9.4,37.3,0,1575.8,939.6,0,4085.1,0,0,0,0,0,0,28.6,15.1,0,0,18.6,1101.3,0.3,0,14.3,36.4,111.2,880.9,93.5,0,1,15168.5,0,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,citrus,Exports,2013,0,3217.3,0,0,451.6,3139.3,175.4,30.4,0,0,0,0,9.1,61.1,2.5,0,22.4,0,102.7,6.8,0,0.1,17.1,0,677.1,169,67.3,881.4,0,8.1,0,0,20.7,3.2,50.1,22.4,0,0,0,0,8.2,20.8,865.3,1.3,0,2196.7,0,0,87.8,37.8,92,0,442.8,7.8,0,0,82.6,49,0,41.7,0,131,235.5,4.9,0,41.5,0,0,8.1,0,78.2,0,78.4,0,0,0,0,580.2,505.4,0,0,423.8,2.8,0,1262.4,0,178.2,0,365.3,0,0,95.2,0,70.4,92.8,0,0,0,3.6,0,0,0,13.6,29.3,0,1745.8,961.8,0,401.8,0,0,0,0,0,0,26,16.8,0,0,21.4,1221.3,0.4,0,23.2,49.8,18,905.9,110.8,0,3.1,11471.7,0,44.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,citrus,Exports,2014,0,3315,0,0,316.2,3311.4,167.6,29,0,0,0,0,22.8,57,4.1,0,19.6,0,113.3,6.4,0,0,9.3,0,691.9,157.7,106.4,841.2,0,19.1,0,0,49.4,0.6,36.9,21.8,0,0,0,0,4.9,24,940.7,2.1,0,5780.8,0,0,90.1,24.9,76.2,0,461.8,6.1,0,0,35.1,38.5,0,10.6,0,128.8,259.6,3.6,0,23.5,0,0,36.6,0,85.3,0,76.5,0,0,0,0,589.6,518.2,0,0,415.8,4.6,54.3,1051.2,0,172.2,0,363.4,0,0,113.1,0,56.9,111.2,0,0,0,5.8,0,0,0,18.5,32.7,0,1732.4,869.3,0,3938.2,0,0,0,0,0,0,52.6,20.2,0,0,22.9,1382.7,0.5,0,43.9,31.4,12.2,706.8,119.9,0,7.7,15028.9,0,47.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,citrus,Exports,2015,0,3820.1,0,0,310.1,3206.3,217.7,25.5,0,0,0,0,44.4,61.5,3.5,0,17.8,0,121,14.4,0,0,5.1,0,793.6,210.4,116.4,765.6,0,18,0,0,19.3,0.4,25.1,21.6,0,0,0,0,1.8,19,1312.9,1.3,0,6020.8,0,0,104.2,26.3,92.4,0,394.1,5.1,0,0,54.2,48,0,4.5,0,127.6,248.9,2.7,0,9.2,0,0,56.4,0,46.2,0,82.1,0,0,0,0,695.5,558.1,0,0,466.4,4,33.5,1159.7,0,221.7,0,407.8,0,0,111.4,0,44.9,140.5,0,0,0,8.9,0,0,0,19.3,34.3,0,1737.6,894.3,0,4127.8,0,0,0,0,0,0,18.3,16.4,0,0,24.5,1364,3.2,0,46.4,34.7,105.3,716.3,95.2,0,13.6,15899.9,0,41.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,citrus,Exports,2016,0,3895.9,0,0,394.4,3426.6,231.8,24.4,0,0,0,0,17.1,62,5.2,0,15.5,0,127.7,15.4,0,0.1,9,0,895.5,251.1,162.2,764.7,0,17.4,0,0,46.3,2.4,27.6,19.2,0,0,0,0,3.4,18.3,1433.9,1.7,0,5870.7,0,0,103,28.4,78,0,613.7,5.2,0,0,75.2,99.9,0,16.3,0,154.5,296.8,3.1,0,3.6,0,0,32,0,40,0,45.2,0,0,0,0,750.5,607.4,0,0,621.9,5,57,1348.1,0,236.8,0,356.6,0,0,127.3,0,41.1,128.5,0,0,0,12.2,0,0,0,14,31.7,0,1693.1,1051.1,0,3634.8,0,0,0,0,0,0,14.3,24.4,0,0,20.5,1524.5,2.8,0,41.8,32.9,20.2,874.4,105.9,0,24.7,16496.9,0,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,citrus,Exports,2017,0,4315.3,0,0,362.7,3232.6,262.8,20.8,0,0,0,0,15.9,56.1,2.5,0,16.1,0,125.6,14.9,0,0,6.3,0,986.8,271.7,238.6,578.8,0,35,0,0,20.3,1.5,24.7,13.2,0,0,0,0,2.7,22.4,1601.5,1.3,0,5750.5,0,0,110.3,24.5,68,0,379,6.4,0,0,70.8,65.4,0,13.5,0,164,255.2,2,0,3,0,0,36.2,0,40.3,0,40,0,0,0,0,837.7,681.9,0,0,707.6,4.5,66.9,1313.5,0,267.3,0,236.4,0,0,164.7,0,38.2,151.8,0,0,0,15.9,0,0,0,10.8,37.6,0,1910.5,1079.5,0,3735.5,0,0,0,0,0,0,3.7,41.2,0,0,17.7,1560,12.7,0,43.9,36.9,21.5,778.9,90.6,0,38.5,16684.5,0,45.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,citrus,Exports,2018,0,5661.2,0,0,375.9,3813,254.5,20.2,0,0,0,0,12.7,50.3,4.2,0,16.3,0,129.3,27.3,0,0,6.9,0,924.7,335.6,254.7,752.6,0,35.7,0,0,33.6,1.5,22.8,13.9,0,0,0,0,2.7,21.2,2670.2,1.4,0,5721,0,0,97.2,23.7,76,0,421.7,8.8,0,0,29.1,87,0,56.3,0,165.9,266.8,2.6,0,2.9,0,0,29.4,0,39.7,0,38.1,0,0,0,0,822.7,715.7,0,0,704,4.2,56,1272.4,0,258.7,0,402.1,0,0,159.7,0,37.3,185.7,0,0,0,17.8,0,0,0,9.6,37.7,0,2143.1,1143.7,0,3585.4,0,0,0,0,0,0,3.7,29.1,0,0,22.6,1733.8,3.4,0,43.3,33.6,34.2,755,79.5,0,52.2,18542.9,0,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,citrus,Exports,2019,0,4810.1,0,0,343.7,3542.1,291,21.4,0,0,0,0,10.1,50.8,3.9,0,16.5,0,137.5,22.5,0,0,6.24,0,939.3,335.5,230,773.5,0,54.9,0,0,23.9,1.54,20.8,12.2,0,0,0,0,1.9,20.9,1957.5,1.3,0,5974,0,0,94.1,39,66.2,0,378.2,6.4,0,0,25.8,91.7,0,49.3,0,173.6,219.7,2.7,0,1.9,0,0,29.3,0,39.1,0,32.7,0,0,0,0,844.4,639.2,0,0,670,4.2,57,1257.8,0,295.2,0,412.3,0,0,209.1,0,30.5,158,0,0,0,18.6,0,0,0,9.4,42.6,0,2090.7,1187,0,4043.9,0,0,0,0,0,0,3.7,26.4,0,0,23,1463.9,3.4,0,38.4,38.7,30.5,667.4,85.4,0,30,17716.54,0,35.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,citrus,Imports,2011,102.9,128.6,0,0,0,3642.5,30.9,153.4,0,2.1,120,2.4,67.3,237.6,0,0,0,0,19.3,69,0,456.7,6.7,0,171.5,10.1,268.9,131.8,0,0,0,76,0,0,0,161,0,0,109,0,0,8.6,0,19.2,0,8967.3,0.4,71.5,943.9,0,1079.1,0,0,41.2,0,0,0,25.3,217.7,0,214.7,0,362.6,0,350.4,38.4,71.9,13.7,104.8,0,0,0,97.1,0,0,170.2,0,31.5,0,0,0,990.6,14.3,0,1224.6,71.6,48.2,70,0,0,29.6,0,78.1,424.9,96.2,0,158.7,168.8,1656.8,522.6,0,91.4,77.4,0,0,0,107,0,169.7,0,0,0,0,184.3,129.8,0,84.2,0,0,0,59.2,0,413.5,285.6,694.1,0,671.1,0,0,0,14248.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,citrus,Imports,2012,169.7,238.9,0,0,0,3564.9,27.6,156.4,0,2.4,101.3,2.2,78.1,243.5,0,0,0,0,20.6,66.5,0,458.9,6.6,0,211.1,6.1,260.8,126.2,0,0,0,85.8,0,0,0,162.2,0,0,89.9,0,0,8.7,0,22,0,9110.3,0.6,72.2,1042.6,0,1119.9,0,0,53.7,0,0,0,33.2,215.6,0,229.6,0,416.4,0,358,47.3,88.7,112.7,83.7,0,0,0,114.2,0,0,164.8,0,46.3,0,0,0,1009.8,18.3,0,1306,71.9,50.6,59.6,0,0,32.9,0,110.2,459.4,94.3,0,195.1,171.1,1576.1,541.6,0,82.8,76.5,0,0,0,98,0,192.6,0,0,30.9,0,171.3,132.7,0,158,0,0,0,47.3,0,382.8,211.6,696.3,0,745.2,0,0,0,14535.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,citrus,Imports,2013,138.4,164.5,0,0,0,3646.7,35,161.5,0,2.9,102.6,2.3,96,254,0,0,0,0,26.6,72.2,0,472.7,6.6,0,185.6,8.9,278.3,128.6,0,0,0,68.3,0,0,0,162.7,0,0,88.5,0,0,13.9,0,28.4,0,9500.1,1.1,71.4,1034.3,0,1140.2,0,0,49.5,0,0,0,34.9,99.8,0,244.4,0,434.6,0,307.6,50.8,105.1,8.5,146.9,0,0,0,115,0,0,194.7,0,33.6,0,0,0,1039.7,21.1,0,1388.6,75.1,61.1,55.9,0,0,31.5,0,84.2,454.2,120,0,178.2,204.1,1701.1,565.9,0,85.8,84.6,0,0,0,95.5,0,195.8,0,0,47,0,179.3,135.6,0,154.3,0,0,0,51.1,0,443.4,333.8,715.4,0,793.2,0,0,0,14987.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,citrus,Imports,2014,120.4,210.2,0,0,0,4089.8,28.9,157.6,0,1.4,78.8,2.3,105.1,249.6,0,0,0,0,28.5,87,0,442,5.9,0,144.5,10.2,336.3,161.8,0,0,0,56.9,0,0,0,157.8,0,0,79.2,0,0,19.5,0,20.4,0,9074.5,0.8,72.1,1015.1,0,1015.8,0,0,29,0,0,0,49.9,139.1,0,269.6,0,364,0,250.1,65,88.3,14.6,157.1,0,0,0,113.4,0,0,180.4,0,32.5,0,0,0,978.7,18.1,0,1381.9,71.9,51.6,68.4,0,0,30.2,0,72.5,444.8,126.1,0,131.5,229.7,1649.4,600.2,0,92.1,91.4,0,0,0,103.9,0,164.2,0,0,37,0,171.8,133.5,0,155.3,0,0,0,50.1,0,328,460.8,718.4,0,835,0,0,0,15010.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,citrus,Imports,2015,167.2,283.5,0,0,0,4385.1,30.3,163.6,0,2.2,165.1,2.3,122,251.2,0,0,0,0,26.7,94.4,0,464.5,7.3,0,138.6,7,333.1,214.9,0,0,0,36.7,0,0,0,174.7,0,0,85,0,0,16.1,0,35.7,0,9367.9,0.8,74,1065,0,1109,0,0,25.9,0,0,0,50.2,106.1,0,434.7,0,468.9,0,247.4,49.2,83.1,110.3,153.3,0,0,0,117,0,0,188,0,31.2,0,0,0,1045.9,20,0,1559.2,75.9,55.1,60.3,0,0,32.7,0,73.6,470.4,131.1,0,154.5,243.5,1535.2,602.3,0,83.4,93.2,0,0,0,92.6,0,206.1,0,0,36.4,0,180.6,143.9,0,132.9,0,0,0,70.8,0,232,481.5,741.9,0,983.4,0,0,0,15834.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,citrus,Imports,2016,142.4,132.9,0,0,0,4529.4,27.4,171.1,0,2.4,73.7,2.6,92.2,268,0,0,0,0,29.7,106.6,0,492.1,8.4,0,180,8.6,358.4,295.7,0,0,0,59.6,0,0,0,169.1,0,0,87,0,0,13.5,0,30.1,0,9651.3,1.4,79.2,1103.3,0,1137.9,0,0,39.1,0,0,0,57.2,65.9,0,501.7,0,355.2,0,253.8,44.4,72.2,24.2,140,0,0,0,83.6,0,0,201.1,0,39.2,0,0,0,1148.3,18.8,0,1643,81,52.5,65.8,0,0,14.5,0,100.9,478.8,163.5,0,193.9,266,1522.9,611.2,0,97,88.4,0,0,0,89.4,0,275.6,0,0,11.8,0,187.4,145.9,0,146.7,0,0,0,64.4,0,291.6,457.6,770.2,0,1045.1,0,0,0,16234.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,citrus,Imports,2017,92.3,138.9,0,0,0,4269.4,31.5,148.2,0,2.6,121.6,2.4,82.5,250.8,0,0,0,0,29.7,96.4,0,469.5,11.7,0,168.7,12.2,414.7,466.4,0,0,0,70.4,0,0,0,148.1,0,0,81.6,0,0,18.7,0,28.3,0,9694,1.2,70.2,1118.3,0,1086.7,0,0,36.8,0,0,0,50.2,110.7,0,466.4,0,483.2,0,240.6,48.4,55.3,47.8,128.6,0,0,0,76,0,0,172.7,0,23.8,0,0,0,1254.1,19.9,0,1778.8,78.2,56.9,66.6,0,0,32.7,0,104.5,501.7,203.6,0,180.8,247,1561.2,579.4,0,80.3,78.1,0,0,0,115.2,0,260.7,0,0,9,0,182.1,144.6,0,96.3,0,0,0,80.2,0,265.4,386.3,738.4,0,1194.6,0,0,0,16176.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,citrus,Imports,2018,87.1,171.5,0,0,0,4260.6,31.6,155.7,0,2.8,104.8,2.5,82.8,246.9,0,0,0,0,29.8,98.3,0,489.5,7.3,0,177,11.4,389.9,587,0,0,0,70.3,0,0,0,161.6,0,0,83.6,0,0,17,0,29.1,0,9729.4,1.2,73.7,1109.9,0,1119.1,0,0,36.6,0,0,0,53.1,110.3,0,306.9,0,407.6,0,230.6,50.8,54.6,58.4,135.3,0,0,0,75.9,0,0,182.7,0,32.5,0,0,0,1243.3,20.9,0,1756.5,79.4,57.5,63.7,0,0,25.8,0,104.7,477.1,194.3,0,164,247.2,1599.7,628.7,0,89.1,81.4,0,0,0,106,0,216.7,0,0,28.6,0,184.6,146.9,0,97.6,0,0,0,82.7,0,342.8,451.5,741.7,0,1150.7,0,0,0,16208.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,citrus,Imports,2019,87.1,172.1,0,0,0,4236.2,23.3,155.3,0,2.9,104.8,2.7,86.5,215.7,0,0,0,0,44.3,107.3,0,471.1,6.6,0,164.4,17.7,415.7,554.6,0,0,0,60.5,0,0,0,156.6,0,0,99.5,0,0,13.4,0,22.9,0,10038,1.2,80.5,1094.6,0,1114.5,0,0,33.9,0,0,0,74.4,108,0,200,0,454.8,0,221.2,51.1,57.8,57,136.3,0,0,0,72,0,0,191.2,0,39.5,0,0,0,1300.3,16.8,0,1866.3,75.1,45.3,62.2,0,0,28.6,0,108.1,510.6,182.5,0,161.6,253.4,1724,604.4,0,91.8,83.4,0,0,0,122.1,0,232.3,0,0,28,0,168.3,149.9,0,79.2,0,0,0,78.7,0,407.1,431.6,728.2,0,1303.5,0,0,0,16605.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
